ch,keV,net,fit,model,continuum_raw,Cs-137
490,1451.013,10.865,10.865,0.000,0.000,0.000
491,1454.028,0.498,0.498,0.000,0.000,0.000
492,1457.042,0.000,-0.833,0.000,0.000,0.000
493,1460.057,0.000,-5.906,0.000,0.000,0.000
494,1463.071,0.000,-5.525,0.000,0.000,0.000
495,1466.086,0.000,-15.378,0.000,0.000,0.000
496,1469.100,0.000,-3.874,0.000,0.000,0.000
497,1472.114,0.000,-1.901,0.000,0.000,0.000
498,1475.128,0.000,-1.369,0.000,0.000,0.000
499,1478.141,0.000,-17.236,0.000,0.000,0.000
500,1481.155,0.000,-0.452,0.000,0.000,0.000
501,1484.168,0.000,-8.365,0.000,0.000,0.000
502,1487.182,0.000,-11.975,0.000,0.000,0.000
503,1490.195,0.000,-20.278,0.000,0.000,0.000
504,1493.207,0.000,-5.214,0.000,0.000,0.000
505,1496.220,0.025,0.025,0.000,0.000,0.000
506,1499.233,0.134,0.134,0.000,0.000,0.000
507,1502.245,2.460,2.460,0.000,0.000,0.000
508,1505.257,1.795,1.795,0.000,0.000,0.000
509,1508.269,0.000,-3.054,0.000,0.000,0.000
510,1511.281,0.061,0.061,0.000,0.000,0.000
511,1514.293,0.000,-4.527,0.000,0.000,0.000
512,1517.305,0.000,-5.518,0.000,0.000,0.000
513,1520.316,0.000,-1.637,0.000,0.000,0.000
514,1523.327,0.000,-1.522,0.000,0.000,0.000
515,1526.339,4.519,4.519,0.000,0.000,0.000
516,1529.350,0.000,-3.944,0.000,0.000,0.000
517,1532.360,0.000,-2.903,0.000,0.000,0.000
518,1535.371,0.000,-6.578,0.000,0.000,0.000
519,1538.382,2.721,2.721,0.000,0.000,0.000
520,1541.392,0.000,-1.206,0.000,0.000,0.000
521,1544.402,0.000,-2.385,0.000,0.000,0.000
522,1547.412,0.000,-1.894,0.000,0.000,0.000
523,1550.422,0.000,-6.105,0.000,0.000,0.000
524,1553.432,1.821,1.821,0.000,0.000,0.000
525,1556.441,2.895,2.895,0.000,0.000,0.000
526,1559.451,0.000,-4.091,0.000,0.000,0.000
527,1562.460,0.000,-2.734,0.000,0.000,0.000
528,1565.469,0.000,-1.091,0.000,0.000,0.000
529,1568.478,0.000,-2.224,0.000,0.000,0.000
530,1571.487,0.000,-4.179,0.000,0.000,0.000
531,1574.495,1.101,1.101,0.000,0.000,0.000
532,1577.504,4.445,4.445,0.000,0.000,0.000
533,1580.512,0.000,-0.197,0.000,0.000,0.000
534,1583.520,0.000,-6.628,0.000,0.000,0.000
535,1586.528,2.551,2.551,0.000,0.000,0.000
536,1589.536,0.000,-0.137,0.000,0.000,0.000
537,1592.544,0.000,-1.151,0.000,0.000,0.000
538,1595.551,0.000,-2.720,0.000,0.000,0.000
539,1598.558,2.849,2.849,0.000,0.000,0.000
540,1601.566,0.000,-2.165,0.000,0.000,0.000
541,1604.573,0.000,-0.674,0.000,0.000,0.000
542,1607.580,0.000,-0.899,0.000,0.000,0.000
543,1610.587,0.000,-1.601,0.000,0.000,0.000
544,1613.593,0.000,-2.270,0.000,0.000,0.000
545,1616.600,3.578,3.578,0.000,0.000,0.000
546,1619.606,0.000,-2.495,0.000,0.000,0.000
547,1622.612,0.000,-0.839,0.000,0.000,0.000
548,1625.618,5.565,5.565,0.000,0.000,0.000
549,1628.624,0.000,-2.316,0.000,0.000,0.000
550,1631.630,0.399,0.399,0.000,0.000,0.000
551,1634.636,0.000,-1.004,0.000,0.000,0.000
552,1637.641,0.000,-1.958,0.000,0.000,0.000
553,1640.646,0.000,-5.435,0.000,0.000,0.000
554,1643.652,0.000,-2.197,0.000,0.000,0.000
555,1646.657,0.000,-4.004,0.000,0.000,0.000
556,1649.661,0.000,-4.243,0.000,0.000,0.000
557,1652.666,1.175,1.175,0.000,0.000,0.000
558,1655.671,0.000,-5.050,0.000,0.000,0.000
559,1658.675,0.000,-3.647,0.000,0.000,0.000
560,1661.680,0.294,0.294,0.000,0.000,0.000
561,1664.684,3.175,3.175,0.000,0.000,0.000
562,1667.688,1.459,1.459,0.000,0.000,0.000
563,1670.692,0.000,-2.633,0.000,0.000,0.000
564,1673.696,0.000,-4.720,0.000,0.000,0.000
565,1676.699,0.000,-1.706,0.000,0.000,0.000
566,1679.703,0.000,-5.825,0.000,0.000,0.000
567,1682.706,2.129,2.129,0.000,0.000,0.000
568,1685.710,0.000,-2.137,0.000,0.000,0.000
569,1688.713,0.000,-3.449,0.000,0.000,0.000
570,1691.716,0.000,-1.376,0.000,0.000,0.000
571,1694.719,1.592,1.592,0.000,0.000,0.000
572,1697.722,0.000,-2.183,0.000,0.000,0.000
573,1700.724,0.000,-3.958,0.000,0.000,0.000
574,1703.727,0.817,0.817,0.000,0.000,0.000
575,1706.729,4.624,4.624,0.000,0.000,0.000
576,1709.732,0.000,-0.197,0.000,0.000,0.000
577,1712.734,0.000,-2.853,0.000,0.000,0.000
578,1715.736,0.000,-6.495,0.000,0.000,0.000
579,1718.738,3.670,3.670,0.000,0.000,0.000
580,1721.739,1.835,1.835,0.000,0.000,0.000
581,1724.741,0.000,-0.807,0.000,0.000,0.000
582,1727.743,0.000,-0.642,0.000,0.000,0.000
583,1730.744,7.193,7.193,0.000,0.000,0.000
584,1733.746,10.299,10.299,0.000,0.000,0.000
585,1736.747,6.133,6.133,0.000,0.000,0.000
586,1739.748,0.000,-1.867,0.000,0.000,0.000
587,1742.749,0.000,-1.238,0.000,0.000,0.000
588,1745.750,1.404,1.404,0.000,0.000,0.000
589,1748.751,0.000,-1.224,0.000,0.000,0.000
590,1751.752,0.000,-0.954,0.000,0.000,0.000
591,1754.752,0.000,-2.119,0.000,0.000,0.000
592,1757.753,3.285,3.285,0.000,0.000,0.000
593,1760.753,6.881,6.881,0.000,0.000,0.000
594,1763.753,0.000,-2.046,0.000,0.000,0.000
595,1766.754,0.000,-4.834,0.000,0.000,0.000
596,1769.754,0.000,-6.431,0.000,0.000,0.000
597,1772.754,1.748,1.748,0.000,0.000,0.000
598,1775.754,0.000,-1.252,0.000,0.000,0.000
599,1778.754,2.344,2.344,0.000,0.000,0.000
600,1781.753,6.046,6.046,0.000,0.000,0.000
601,1784.753,0.000,-0.761,0.000,0.000,0.000
602,1787.753,0.000,-4.417,0.000,0.000,0.000
603,1790.752,0.000,-4.091,0.000,0.000,0.000
604,1793.751,0.000,-1.568,0.000,0.000,0.000
605,1796.751,0.000,-3.986,0.000,0.000,0.000
606,1799.750,0.000,-4.403,0.000,0.000,0.000
607,1802.749,2.565,2.565,0.000,0.000,0.000
608,1805.748,0.000,-0.137,0.000,0.000,0.000
609,1808.747,0.000,-5.197,0.000,0.000,0.000
610,1811.746,0.000,-4.674,0.000,0.000,0.000
611,1814.745,0.000,-3.931,0.000,0.000,0.000
612,1817.744,0.000,-5.110,0.000,0.000,0.000
613,1820.743,0.000,-4.527,0.000,0.000,0.000
614,1823.741,0.000,-3.197,0.000,0.000,0.000
615,1826.740,0.000,-0.004,0.000,0.000,0.000
616,1829.738,0.500,0.500,0.000,0.000,0.000
617,1832.737,1.248,1.248,0.000,0.000,0.000
618,1835.735,0.000,-0.871,0.000,0.000,0.000
619,1838.734,1.679,1.679,0.000,0.000,0.000
620,1841.732,3.785,3.785,0.000,0.000,0.000
621,1844.730,0.000,-1.798,0.000,0.000,0.000
622,1847.728,0.000,-0.335,0.000,0.000,0.000
623,1850.727,3.262,3.262,0.000,0.000,0.000
624,1853.725,0.000,-1.036,0.000,0.000,0.000
625,1856.723,0.000,-0.381,0.000,0.000,0.000
626,1859.721,0.000,-0.128,0.000,0.000,0.000
627,1862.719,4.560,4.560,0.000,0.000,0.000
628,1865.717,1.633,1.633,0.000,0.000,0.000
629,1868.714,1.289,1.289,0.000,0.000,0.000
630,1871.712,0.000,-0.156,0.000,0.000,0.000
631,1874.710,5.872,5.872,0.000,0.000,0.000
632,1877.708,0.096,0.096,0.000,0.000,0.000
633,1880.706,0.000,-0.963,0.000,0.000,0.000
634,1883.703,9.037,9.037,0.000,0.000,0.000
635,1886.701,0.000,-1.963,0.000,0.000,0.000
636,1889.699,0.037,0.037,0.000,0.000,0.000
637,1892.696,0.000,-1.771,0.000,0.000,0.000
638,1895.694,0.000,-0.261,0.000,0.000,0.000
639,1898.691,0.000,-1.082,0.000,0.000,0.000
640,1901.689,2.335,2.335,0.000,0.000,0.000
641,1904.686,0.931,0.931,0.000,0.000,0.000
642,1907.684,0.289,0.289,0.000,0.000,0.000
643,1910.682,0.977,0.977,0.000,0.000,0.000
644,1913.679,0.000,-0.532,0.000,0.000,0.000
645,1916.677,5.574,5.574,0.000,0.000,0.000
646,1919.674,0.000,-1.381,0.000,0.000,0.000
647,1922.672,1.229,1.229,0.000,0.000,0.000
648,1925.669,0.000,-0.413,0.000,0.000,0.000
649,1928.667,0.000,-3.261,0.000,0.000,0.000
650,1931.664,0.000,-1.128,0.000,0.000,0.000
651,1934.662,0.000,-0.638,0.000,0.000,0.000
652,1937.659,0.000,-1.592,0.000,0.000,0.000
653,1940.657,0.000,-0.890,0.000,0.000,0.000
654,1943.654,7.991,7.991,0.000,0.000,0.000
655,1946.652,3.289,3.289,0.000,0.000,0.000
656,1949.649,0.000,-3.307,0.000,0.000,0.000
657,1952.647,0.000,-4.949,0.000,0.000,0.000
658,1955.645,0.000,-1.413,0.000,0.000,0.000
659,1958.642,0.000,-2.711,0.000,0.000,0.000
660,1961.640,0.587,0.587,0.000,0.000,0.000
661,1964.638,2.408,2.408,0.000,0.000,0.000
662,1967.635,3.468,3.468,0.000,0.000,0.000
663,1970.633,1.005,1.005,0.000,0.000,0.000
664,1973.631,0.051,0.051,0.000,0.000,0.000
665,1976.629,0.000,-0.651,0.000,0.000,0.000
666,1979.627,4.303,4.303,0.000,0.000,0.000
667,1982.625,0.184,0.184,0.000,0.000,0.000
668,1985.623,0.000,-1.188,0.000,0.000,0.000
669,1988.621,0.000,-0.757,0.000,0.000,0.000
670,1991.619,0.528,0.528,0.000,0.000,0.000
671,1994.617,1.468,1.468,0.000,0.000,0.000
672,1997.615,0.482,0.482,0.000,0.000,0.000
673,2000.613,0.000,-3.188,0.000,0.000,0.000
674,2003.612,0.000,-4.771,0.000,0.000,0.000
675,2006.610,0.707,0.707,0.000,0.000,0.000
676,2009.609,0.000,-2.293,0.000,0.000,0.000
677,2012.607,0.000,-2.174,0.000,0.000,0.000
678,2015.606,5.064,5.064,0.000,0.000,0.000
679,2018.605,5.661,5.661,0.000,0.000,0.000
680,2021.603,0.000,-0.890,0.000,0.000,0.000
681,2024.602,0.707,0.707,0.000,0.000,0.000
682,2027.601,0.000,-1.174,0.000,0.000,0.000
683,2030.600,2.587,2.587,0.000,0.000,0.000
684,2033.599,1.184,1.184,0.000,0.000,0.000
685,2036.599,0.000,-1.771,0.000,0.000,0.000
686,2039.598,0.000,-0.472,0.000,0.000,0.000
687,2042.597,1.110,1.110,0.000,0.000,0.000
688,2045.597,0.184,0.184,0.000,0.000,0.000
689,2048.596,0.000,-0.757,0.000,0.000,0.000
690,2051.596,0.000,-0.890,0.000,0.000,0.000
691,2054.596,2.661,2.661,0.000,0.000,0.000
692,2057.596,1.408,1.408,0.000,0.000,0.000
693,2060.596,0.051,0.051,0.000,0.000,0.000
694,2063.596,0.000,-2.174,0.000,0.000,0.000
695,2066.597,0.289,0.289,0.000,0.000,0.000
696,2069.597,1.812,1.812,0.000,0.000,0.000
697,2072.598,0.000,-0.128,0.000,0.000,0.000
698,2075.598,0.051,0.051,0.000,0.000,0.000
699,2078.599,0.395,0.395,0.000,0.000,0.000
700,2081.600,0.454,0.454,0.000,0.000,0.000
701,2084.601,2.872,2.872,0.000,0.000,0.000
702,2087.603,1.858,1.858,0.000,0.000,0.000
703,2090.604,2.693,2.693,0.000,0.000,0.000
704,2093.606,0.000,-2.321,0.000,0.000,0.000
705,2096.607,4.633,4.633,0.000,0.000,0.000
706,2099.609,0.000,-0.248,0.000,0.000,0.000
707,2102.611,0.000,-2.128,0.000,0.000,0.000
708,2105.614,2.023,2.023,0.000,0.000,0.000
709,2108.616,0.000,-1.665,0.000,0.000,0.000
710,2111.618,3.335,3.335,0.000,0.000,0.000
711,2114.621,0.000,-2.844,0.000,0.000,0.000
712,2117.624,0.000,-0.142,0.000,0.000,0.000
713,2120.627,0.000,-2.082,0.000,0.000,0.000
714,2123.630,0.000,-0.546,0.000,0.000,0.000
715,2126.634,0.395,0.395,0.000,0.000,0.000
716,2129.638,0.000,-3.082,0.000,0.000,0.000
717,2132.641,0.000,-1.844,0.000,0.000,0.000
718,2135.645,0.454,0.454,0.000,0.000,0.000
719,2138.650,1.798,1.798,0.000,0.000,0.000
720,2141.654,2.798,2.798,0.000,0.000,0.000
721,2144.659,0.000,-4.784,0.000,0.000,0.000
722,2147.664,4.619,4.619,0.000,0.000,0.000
723,2150.669,0.000,-0.665,0.000,0.000,0.000
724,2153.674,0.000,-0.844,0.000,0.000,0.000
725,2156.679,0.000,-0.963,0.000,0.000,0.000
726,2159.685,0.000,-0.335,0.000,0.000,0.000
727,2162.691,0.395,0.395,0.000,0.000,0.000
728,2165.697,0.000,-2.009,0.000,0.000,0.000
729,2168.704,0.000,-2.426,0.000,0.000,0.000
730,2171.710,2.931,2.931,0.000,0.000,0.000
731,2174.717,0.216,0.216,0.000,0.000,0.000
732,2177.724,0.000,-0.904,0.000,0.000,0.000
733,2180.732,0.000,-1.454,0.000,0.000,0.000
734,2183.740,0.000,-1.440,0.000,0.000,0.000
735,2186.747,0.096,0.096,0.000,0.000,0.000
736,2189.756,0.000,-3.307,0.000,0.000,0.000
737,2192.764,0.693,0.693,0.000,0.000,0.000
738,2195.773,0.000,-0.949,0.000,0.000,0.000
739,2198.782,2.872,2.872,0.000,0.000,0.000
740,2201.791,0.000,-2.426,0.000,0.000,0.000
741,2204.801,0.000,-0.486,0.000,0.000,0.000
742,2207.810,0.000,-0.367,0.000,0.000,0.000
743,2210.820,0.000,-3.559,0.000,0.000,0.000
744,2213.831,0.000,-0.248,0.000,0.000,0.000
745,2216.842,0.000,-1.546,0.000,0.000,0.000
746,2219.852,0.000,-1.188,0.000,0.000,0.000
747,2222.864,0.000,-1.307,0.000,0.000,0.000
748,2225.875,0.000,-3.307,0.000,0.000,0.000
749,2228.887,0.000,-2.426,0.000,0.000,0.000
750,2231.899,0.000,-1.771,0.000,0.000,0.000
751,2234.912,2.872,2.872,0.000,0.000,0.000
752,2237.925,0.000,-1.426,0.000,0.000,0.000
753,2240.938,0.000,-0.128,0.000,0.000,0.000
754,2243.951,0.000,-1.592,0.000,0.000,0.000
755,2246.965,1.977,1.977,0.000,0.000,0.000
756,2249.979,0.000,-3.188,0.000,0.000,0.000
757,2252.994,0.693,0.693,0.000,0.000,0.000
758,2256.009,1.991,1.991,0.000,0.000,0.000
759,2259.024,0.000,-2.546,0.000,0.000,0.000
760,2262.040,3.707,3.707,0.000,0.000,0.000
761,2265.055,0.000,-2.413,0.000,0.000,0.000
762,2268.072,0.362,0.362,0.000,0.000,0.000
763,2271.088,1.826,1.826,0.000,0.000,0.000
764,2274.105,0.000,-1.353,0.000,0.000,0.000
765,2277.123,0.000,-2.472,0.000,0.000,0.000
766,2280.141,0.000,-0.816,0.000,0.000,0.000
767,2283.159,2.422,2.422,0.000,0.000,0.000
768,2286.177,0.000,-0.697,0.000,0.000,0.000
769,2289.196,0.707,0.707,0.000,0.000,0.000
770,2292.215,0.601,0.601,0.000,0.000,0.000
771,2295.235,0.000,-2.830,0.000,0.000,0.000
772,2298.255,2.899,2.899,0.000,0.000,0.000
773,2301.276,0.000,-0.578,0.000,0.000,0.000
774,2304.297,0.000,-2.638,0.000,0.000,0.000
775,2307.318,0.000,-1.399,0.000,0.000,0.000
776,2310.340,0.000,-2.041,0.000,0.000,0.000
777,2313.362,0.000,-1.339,0.000,0.000,0.000
778,2316.384,0.707,0.707,0.000,0.000,0.000
779,2319.407,0.000,-2.115,0.000,0.000,0.000
780,2322.431,0.000,-2.353,0.000,0.000,0.000
781,2325.455,2.720,2.720,0.000,0.000,0.000
782,2328.479,2.541,2.541,0.000,0.000,0.000
783,2331.504,3.197,3.197,0.000,0.000,0.000
784,2334.529,0.000,-2.399,0.000,0.000,0.000
785,2337.555,0.000,-0.339,0.000,0.000,0.000
786,2340.581,0.000,-0.697,0.000,0.000,0.000
787,2343.608,2.436,2.436,0.000,0.000,0.000
788,2346.635,0.000,-0.982,0.000,0.000,0.000
789,2349.663,2.018,2.018,0.000,0.000,0.000
790,2352.691,0.000,-2.041,0.000,0.000,0.000
791,2355.719,0.317,0.317,0.000,0.000,0.000
792,2358.748,0.899,0.899,0.000,0.000,0.000
793,2361.778,0.000,-0.624,0.000,0.000,0.000
794,2364.808,0.000,-2.982,0.000,0.000,0.000
795,2367.838,1.376,1.376,0.000,0.000,0.000
796,2370.869,0.000,-2.505,0.000,0.000,0.000
797,2373.901,0.959,0.959,0.000,0.000,0.000
798,2376.933,0.000,-1.160,0.000,0.000,0.000
799,2379.966,0.000,-1.147,0.000,0.000,0.000
800,2382.999,0.000,-2.982,0.000,0.000,0.000
801,2386.032,0.734,0.734,0.000,0.000,0.000
802,2389.067,1.078,1.078,0.000,0.000,0.000
803,2392.101,0.000,-0.683,0.000,0.000,0.000
804,2395.137,0.362,0.362,0.000,0.000,0.000
805,2398.173,0.000,-1.339,0.000,0.000,0.000
806,2401.209,0.000,-2.445,0.000,0.000,0.000
807,2404.246,1.495,1.495,0.000,0.000,0.000
808,2407.283,1.092,1.092,0.000,0.000,0.000
809,2410.322,2.032,2.032,0.000,0.000,0.000
810,2413.360,1.078,1.078,0.000,0.000,0.000
811,2416.399,0.555,0.555,0.000,0.000,0.000
812,2419.439,0.674,0.674,0.000,0.000,0.000
813,2422.480,1.973,1.973,0.000,0.000,0.000
814,2425.521,0.000,-0.505,0.000,0.000,0.000
815,2428.562,0.436,0.436,0.000,0.000,0.000
816,2431.604,0.000,-0.206,0.000,0.000,0.000
817,2434.647,0.000,-1.147,0.000,0.000,0.000
818,2437.691,1.450,1.450,0.000,0.000,0.000
819,2440.735,0.495,0.495,0.000,0.000,0.000
820,2443.779,0.000,-1.564,0.000,0.000,0.000
821,2446.825,0.000,-1.206,0.000,0.000,0.000
822,2449.871,0.000,-0.743,0.000,0.000,0.000
823,2452.917,0.000,-1.922,0.000,0.000,0.000
824,2455.964,0.000,-0.445,0.000,0.000,0.000
825,2459.012,0.000,-0.445,0.000,0.000,0.000
826,2462.061,0.734,0.734,0.000,0.000,0.000
827,2465.110,0.000,-1.849,0.000,0.000,0.000
828,2468.160,0.271,0.271,0.000,0.000,0.000
829,2471.210,0.000,-0.789,0.000,0.000,0.000
830,2474.262,0.000,-0.729,0.000,0.000,0.000
831,2477.313,0.000,-2.564,0.000,0.000,0.000
832,2480.366,0.000,-1.445,0.000,0.000,0.000
833,2483.419,0.390,0.390,0.000,0.000,0.000
834,2486.473,0.000,-1.206,0.000,0.000,0.000
835,2489.528,0.000,-0.849,0.000,0.000,0.000
836,2492.583,0.000,-2.147,0.000,0.000,0.000
837,2495.639,3.032,3.032,0.000,0.000,0.000
838,2498.696,2.092,2.092,0.000,0.000,0.000
839,2501.753,2.674,2.674,0.000,0.000,0.000
840,2504.812,1.794,1.794,0.000,0.000,0.000
841,2507.871,0.092,0.092,0.000,0.000,0.000
842,2510.930,1.794,1.794,0.000,0.000,0.000
843,2513.991,0.000,-2.339,0.000,0.000,0.000
844,2517.052,0.000,-1.445,0.000,0.000,0.000
845,2520.114,0.000,-1.385,0.000,0.000,0.000
846,2523.176,0.000,-1.505,0.000,0.000,0.000
847,2526.240,2.615,2.615,0.000,0.000,0.000
848,2529.304,2.376,2.376,0.000,0.000,0.000
849,2532.369,0.317,0.317,0.000,0.000,0.000
850,2535.435,0.000,-1.266,0.000,0.000,0.000
851,2538.501,0.317,0.317,0.000,0.000,0.000
852,2541.569,0.913,0.913,0.000,0.000,0.000
853,2544.637,2.138,2.138,0.000,0.000,0.000
854,2547.706,1.601,1.601,0.000,0.000,0.000
855,2550.776,0.000,-2.578,0.000,0.000,0.000
856,2553.846,0.000,-2.101,0.000,0.000,0.000
857,2556.917,0.000,-1.160,0.000,0.000,0.000
858,2559.990,0.000,-1.459,0.000,0.000,0.000
859,2563.063,0.422,0.422,0.000,0.000,0.000
860,2566.137,0.000,-3.936,0.000,0.000,0.000
861,2569.211,0.349,0.349,0.000,0.000,0.000
862,2572.287,0.000,-0.532,0.000,0.000,0.000
863,2575.363,1.408,1.408,0.000,0.000,0.000
864,2578.441,2.945,2.945,0.000,0.000,0.000
865,2581.519,0.000,-0.293,0.000,0.000,0.000
866,2584.598,3.826,3.826,0.000,0.000,0.000
867,2587.678,0.408,0.408,0.000,0.000,0.000
868,2590.758,3.587,3.587,0.000,0.000,0.000
869,2593.840,3.051,3.051,0.000,0.000,0.000
870,2596.923,0.000,-0.426,0.000,0.000,0.000
871,2600.006,0.216,0.216,0.000,0.000,0.000
872,2603.090,0.083,0.083,0.000,0.000,0.000
873,2606.176,0.000,-1.142,0.000,0.000,0.000
874,2609.262,3.096,3.096,0.000,0.000,0.000
875,2612.349,2.170,2.170,0.000,0.000,0.000
876,2615.437,0.000,-2.082,0.000,0.000,0.000
877,2618.526,4.752,4.752,0.000,0.000,0.000
878,2621.616,3.216,3.216,0.000,0.000,0.000
879,2624.707,0.000,-3.169,0.000,0.000,0.000
880,2627.798,0.000,-3.917,0.000,0.000,0.000
881,2630.891,0.156,0.156,0.000,0.000,0.000
882,2633.985,2.156,2.156,0.000,0.000,0.000
883,2637.079,0.000,-0.784,0.000,0.000,0.000
884,2640.175,1.229,1.229,0.000,0.000,0.000
885,2643.272,0.000,-0.202,0.000,0.000,0.000
886,2646.369,2.349,2.349,0.000,0.000,0.000
887,2649.468,0.000,-1.142,0.000,0.000,0.000
888,2652.568,4.812,4.812,0.000,0.000,0.000
889,2655.668,0.170,0.170,0.000,0.000,0.000
890,2658.770,0.000,-1.486,0.000,0.000,0.000
891,2661.872,0.037,0.037,0.000,0.000,0.000
892,2664.976,1.528,1.528,0.000,0.000,0.000
893,2668.081,0.000,-1.459,0.000,0.000,0.000
894,2671.187,0.000,-2.518,0.000,0.000,0.000
895,2674.293,0.243,0.243,0.000,0.000,0.000
896,2677.401,0.000,-2.578,0.000,0.000,0.000
897,2680.510,0.000,-0.399,0.000,0.000,0.000
898,2683.620,0.000,-0.995,0.000,0.000,0.000
899,2686.731,1.064,1.064,0.000,0.000,0.000
900,2689.843,0.000,-0.339,0.000,0.000,0.000
901,2692.956,0.000,-0.862,0.000,0.000,0.000
902,2696.071,0.000,-0.087,0.000,0.000,0.000
903,2699.186,0.000,-3.220,0.000,0.000,0.000
904,2702.302,0.000,-0.087,0.000,0.000,0.000
905,2705.420,0.000,-0.147,0.000,0.000,0.000
906,2708.539,0.000,-0.027,0.000,0.000,0.000
907,2711.658,0.211,0.211,0.000,0.000,0.000
908,2714.779,0.000,-1.968,0.000,0.000,0.000
909,2717.901,0.000,-0.789,0.000,0.000,0.000
910,2721.025,0.000,-1.550,0.000,0.000,0.000
911,2724.149,0.390,0.390,0.000,0.000,0.000
912,2727.274,0.000,-0.431,0.000,0.000,0.000
913,2730.401,2.344,2.344,0.000,0.000,0.000
914,2733.529,0.927,0.927,0.000,0.000,0.000
915,2736.658,0.000,-0.954,0.000,0.000,0.000
916,2739.788,0.165,0.165,0.000,0.000,0.000
917,2742.919,0.000,-0.835,0.000,0.000,0.000
918,2746.052,0.000,-0.372,0.000,0.000,0.000
919,2749.185,0.000,-0.954,0.000,0.000,0.000
920,2752.320,0.000,-0.073,0.000,0.000,0.000
921,2755.456,1.165,1.165,0.000,0.000,0.000
922,2758.594,2.463,2.463,0.000,0.000,0.000
923,2761.732,0.000,-0.537,0.000,0.000,0.000
924,2764.872,0.046,0.046,0.000,0.000,0.000
925,2768.013,0.000,-0.835,0.000,0.000,0.000
926,2771.155,1.165,1.165,0.000,0.000,0.000
927,2774.299,0.000,-0.537,0.000,0.000,0.000
928,2777.443,0.000,-0.716,0.000,0.000,0.000
929,2780.589,1.344,1.344,0.000,0.000,0.000
930,2783.737,0.000,-0.775,0.000,0.000,0.000
931,2786.885,1.642,1.642,0.000,0.000,0.000
932,2790.035,0.000,-0.537,0.000,0.000,0.000
933,2793.186,0.000,-0.954,0.000,0.000,0.000
934,2796.339,0.404,0.404,0.000,0.000,0.000
935,2799.492,1.404,1.404,0.000,0.000,0.000
936,2802.647,1.523,1.523,0.000,0.000,0.000
937,2805.804,0.344,0.344,0.000,0.000,0.000
938,2808.961,0.000,-0.417,0.000,0.000,0.000
939,2812.120,0.000,-0.656,0.000,0.000,0.000
940,2815.281,0.000,-0.954,0.000,0.000,0.000
941,2818.443,0.046,0.046,0.000,0.000,0.000
942,2821.606,0.000,-0.596,0.000,0.000,0.000
943,2824.770,0.000,-0.775,0.000,0.000,0.000
944,2827.936,0.000,-0.835,0.000,0.000,0.000
945,2831.103,0.404,0.404,0.000,0.000,0.000
946,2834.271,1.284,1.284,0.000,0.000,0.000
947,2837.441,0.000,-0.596,0.000,0.000,0.000
948,2840.613,0.583,0.583,0.000,0.000,0.000
949,2843.785,0.000,-0.477,0.000,0.000,0.000
950,2846.959,0.000,-0.014,0.000,0.000,0.000
951,2850.135,0.642,0.642,0.000,0.000,0.000
952,2853.312,1.284,1.284,0.000,0.000,0.000
953,2856.490,1.463,1.463,0.000,0.000,0.000
954,2859.670,0.000,-0.716,0.000,0.000,0.000
955,2862.851,0.000,-0.656,0.000,0.000,0.000
956,2866.034,0.000,-0.358,0.000,0.000,0.000
957,2869.218,0.000,-0.358,0.000,0.000,0.000
958,2872.404,0.000,-0.477,0.000,0.000,0.000
959,2875.591,0.165,0.165,0.000,0.000,0.000
960,2878.779,0.225,0.225,0.000,0.000,0.000
961,2881.969,0.000,-0.835,0.000,0.000,0.000
962,2885.161,0.404,0.404,0.000,0.000,0.000
963,2888.354,0.000,-0.537,0.000,0.000,0.000
964,2891.548,0.000,-0.656,0.000,0.000,0.000
965,2894.744,1.523,1.523,0.000,0.000,0.000
966,2897.942,0.165,0.165,0.000,0.000,0.000
967,2901.141,0.000,-0.477,0.000,0.000,0.000
968,2904.342,0.000,-0.537,0.000,0.000,0.000
969,2907.544,0.000,-0.716,0.000,0.000,0.000
970,2910.748,0.000,-0.537,0.000,0.000,0.000
971,2913.953,0.404,0.404,0.000,0.000,0.000
972,2917.160,0.702,0.702,0.000,0.000,0.000
973,2920.368,0.000,-0.477,0.000,0.000,0.000
974,2923.578,2.642,2.642,0.000,0.000,0.000
975,2926.790,1.583,1.583,0.000,0.000,0.000
976,2930.003,0.702,0.702,0.000,0.000,0.000
977,2933.218,0.523,0.523,0.000,0.000,0.000
978,2936.434,0.284,0.284,0.000,0.000,0.000
979,2939.652,0.000,-0.775,0.000,0.000,0.000
980,2942.872,0.000,-0.656,0.000,0.000,0.000
981,2946.093,0.642,0.642,0.000,0.000,0.000
982,2949.316,0.642,0.642,0.000,0.000,0.000
983,2952.541,0.523,0.523,0.000,0.000,0.000
984,2955.767,0.463,0.463,0.000,0.000,0.000
985,2958.995,0.000,-0.358,0.000,0.000,0.000
986,2962.224,0.523,0.523,0.000,0.000,0.000
987,2965.455,0.000,-0.298,0.000,0.000,0.000
988,2968.688,0.000,-0.358,0.000,0.000,0.000
989,2971.923,2.463,2.463,0.000,0.000,0.000
990,2975.159,0.225,0.225,0.000,0.000,0.000
991,2978.397,0.000,-0.239,0.000,0.000,0.000
992,2981.637,0.000,-0.716,0.000,0.000,0.000
993,2984.879,0.000,-0.358,0.000,0.000,0.000
994,2988.122,0.404,0.404,0.000,0.000,0.000
995,2991.367,0.000,-0.477,0.000,0.000,0.000
