ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
877,2592.413,0.849,0.849,0.000,0.000,0.000,0.000
878,2595.335,2.379,2.379,0.000,0.000,0.000,0.000
879,2598.257,3.429,3.429,0.000,0.000,0.000,0.000
880,2601.178,0.000,-0.621,0.000,0.000,0.000,0.000
881,2604.100,0.000,-2.571,0.000,0.000,0.000,0.000
882,2607.022,3.324,3.324,0.000,0.000,0.000,0.000
883,2609.943,0.374,0.374,0.000,0.000,0.000,0.000
884,2612.865,0.000,-2.147,0.000,0.000,0.000,0.000
885,2615.786,2.379,2.379,0.000,0.000,0.000,0.000
886,2618.707,0.000,-1.781,0.000,0.000,0.000,0.000
887,2621.629,0.000,-0.256,0.000,0.000,0.000,0.000
888,2624.550,0.000,-3.096,0.000,0.000,0.000,0.000
889,2627.471,1.374,1.374,0.000,0.000,0.000,0.000
890,2630.392,1.899,1.899,0.000,0.000,0.000,0.000
891,2633.314,0.000,-0.571,0.000,0.000,0.000,0.000
892,2636.235,0.000,-2.151,0.000,0.000,0.000,0.000
893,2639.156,0.000,-1.731,0.000,0.000,0.000,0.000
894,2642.077,0.584,0.584,0.000,0.000,0.000,0.000
895,2644.998,1.899,1.899,0.000,0.000,0.000,0.000
896,2647.919,1.004,1.004,0.000,0.000,0.000,0.000
897,2650.840,0.530,0.530,0.000,0.000,0.000,0.000
898,2653.761,2.214,2.214,0.000,0.000,0.000,0.000
899,2656.682,0.689,0.689,0.000,0.000,0.000,0.000
900,2659.603,0.635,0.635,0.000,0.000,0.000,0.000
901,2662.524,3.424,3.424,0.000,0.000,0.000,0.000
902,2665.445,0.000,-0.891,0.000,0.000,0.000,0.000
903,2668.366,0.000,-0.996,0.000,0.000,0.000,0.000
904,2671.287,1.004,1.004,0.000,0.000,0.000,0.000
905,2674.208,1.424,1.424,0.000,0.000,0.000,0.000
906,2677.129,0.109,0.109,0.000,0.000,0.000,0.000
907,2680.050,1.055,1.055,0.000,0.000,0.000,0.000
908,2682.971,0.000,-0.945,0.000,0.000,0.000,0.000
909,2685.892,0.000,-0.365,0.000,0.000,0.000,0.000
910,2688.813,1.530,1.530,0.000,0.000,0.000,0.000
911,2691.734,0.424,0.424,0.000,0.000,0.000,0.000
912,2694.656,0.530,0.530,0.000,0.000,0.000,0.000
913,2697.577,0.160,0.160,0.000,0.000,0.000,0.000
914,2700.498,0.055,0.055,0.000,0.000,0.000,0.000
915,2703.419,0.000,-1.470,0.000,0.000,0.000,0.000
916,2706.340,0.000,-1.365,0.000,0.000,0.000,0.000
917,2709.261,0.160,0.160,0.000,0.000,0.000,0.000
918,2712.183,0.740,0.740,0.000,0.000,0.000,0.000
919,2715.104,2.370,2.370,0.000,0.000,0.000,0.000
920,2718.025,0.000,-0.260,0.000,0.000,0.000,0.000
921,2720.946,1.265,1.265,0.000,0.000,0.000,0.000
922,2723.868,0.635,0.635,0.000,0.000,0.000,0.000
923,2726.789,0.000,-1.050,0.000,0.000,0.000,0.000
924,2729.711,0.000,-1.155,0.000,0.000,0.000,0.000
925,2732.632,4.265,4.265,0.000,0.000,0.000,0.000
926,2735.554,0.370,0.370,0.000,0.000,0.000,0.000
927,2738.476,0.000,-0.840,0.000,0.000,0.000,0.000
928,2741.397,0.000,-1.365,0.000,0.000,0.000,0.000
929,2744.319,1.055,1.055,0.000,0.000,0.000,0.000
930,2747.241,0.370,0.370,0.000,0.000,0.000,0.000
931,2750.163,1.580,1.580,0.000,0.000,0.000,0.000
932,2753.085,1.160,1.160,0.000,0.000,0.000,0.000
933,2756.007,0.000,-1.155,0.000,0.000,0.000,0.000
934,2758.929,0.000,-1.155,0.000,0.000,0.000,0.000
935,2761.851,0.265,0.265,0.000,0.000,0.000,0.000
936,2764.773,0.000,-0.260,0.000,0.000,0.000,0.000
937,2767.695,0.950,0.950,0.000,0.000,0.000,0.000
938,2770.618,0.000,-1.365,0.000,0.000,0.000,0.000
939,2773.540,0.055,0.055,0.000,0.000,0.000,0.000
940,2776.463,1.055,1.055,0.000,0.000,0.000,0.000
941,2779.386,2.845,2.845,0.000,0.000,0.000,0.000
942,2782.308,0.000,-1.155,0.000,0.000,0.000,0.000
943,2785.231,0.000,-0.945,0.000,0.000,0.000,0.000
944,2788.154,0.000,-0.050,0.000,0.000,0.000,0.000
945,2791.077,0.000,-1.681,0.000,0.000,0.000,0.000
946,2794.000,0.265,0.265,0.000,0.000,0.000,0.000
947,2796.924,0.000,-0.525,0.000,0.000,0.000,0.000
948,2799.847,0.000,-0.630,0.000,0.000,0.000,0.000
949,2802.771,0.055,0.055,0.000,0.000,0.000,0.000
950,2805.694,0.000,-0.945,0.000,0.000,0.000,0.000
951,2808.618,0.475,0.475,0.000,0.000,0.000,0.000
952,2811.542,0.000,-0.945,0.000,0.000,0.000,0.000
953,2814.466,0.580,0.580,0.000,0.000,0.000,0.000
954,2817.390,1.845,1.845,0.000,0.000,0.000,0.000
955,2820.314,0.000,-1.155,0.000,0.000,0.000,0.000
956,2823.238,0.000,-0.420,0.000,0.000,0.000,0.000
957,2826.163,0.000,-0.945,0.000,0.000,0.000,0.000
958,2829.088,2.055,2.055,0.000,0.000,0.000,0.000
959,2832.012,1.265,1.265,0.000,0.000,0.000,0.000
960,2834.937,2.370,2.370,0.000,0.000,0.000,0.000
961,2837.862,1.160,1.160,0.000,0.000,0.000,0.000
962,2840.787,0.055,0.055,0.000,0.000,0.000,0.000
963,2843.713,0.000,-0.630,0.000,0.000,0.000,0.000
964,2846.638,0.000,-0.840,0.000,0.000,0.000,0.000
965,2849.564,0.950,0.950,0.000,0.000,0.000,0.000
966,2852.490,0.000,-0.735,0.000,0.000,0.000,0.000
967,2855.416,0.000,-0.735,0.000,0.000,0.000,0.000
968,2858.342,0.160,0.160,0.000,0.000,0.000,0.000
969,2861.268,1.055,1.055,0.000,0.000,0.000,0.000
970,2864.195,0.000,-1.365,0.000,0.000,0.000,0.000
971,2867.121,0.000,-0.735,0.000,0.000,0.000,0.000
972,2870.048,0.845,0.845,0.000,0.000,0.000,0.000
973,2872.975,0.000,-0.735,0.000,0.000,0.000,0.000
974,2875.902,0.000,-0.630,0.000,0.000,0.000,0.000
975,2878.830,0.000,-1.155,0.000,0.000,0.000,0.000
976,2881.757,0.160,0.160,0.000,0.000,0.000,0.000
977,2884.685,0.000,-0.840,0.000,0.000,0.000,0.000
978,2887.613,0.265,0.265,0.000,0.000,0.000,0.000
979,2890.541,0.000,-0.420,0.000,0.000,0.000,0.000
980,2893.470,0.000,-1.365,0.000,0.000,0.000,0.000
981,2896.398,0.000,-1.365,0.000,0.000,0.000,0.000
982,2899.327,0.370,0.370,0.000,0.000,0.000,0.000
983,2902.256,0.000,-0.050,0.000,0.000,0.000,0.000
984,2905.185,0.000,-0.735,0.000,0.000,0.000,0.000
985,2908.114,0.000,-0.155,0.000,0.000,0.000,0.000
986,2911.044,1.265,1.265,0.000,0.000,0.000,0.000
987,2913.974,0.000,-0.945,0.000,0.000,0.000,0.000
988,2916.904,0.000,-0.525,0.000,0.000,0.000,0.000
989,2919.834,0.000,-0.420,0.000,0.000,0.000,0.000
990,2922.765,0.475,0.475,0.000,0.000,0.000,0.000
991,2925.696,1.055,1.055,0.000,0.000,0.000,0.000
992,2928.627,0.000,-0.840,0.000,0.000,0.000,0.000
993,2931.558,0.950,0.950,0.000,0.000,0.000,0.000
994,2934.489,0.055,0.055,0.000,0.000,0.000,0.000
995,2937.421,0.000,-0.525,0.000,0.000,0.000,0.000
996,2940.353,0.000,-1.050,0.000,0.000,0.000,0.000
997,2943.285,0.055,0.055,0.000,0.000,0.000,0.000
998,2946.218,0.000,-0.735,0.000,0.000,0.000,0.000
999,2949.150,0.160,0.160,0.000,0.000,0.000,0.000
1000,2952.083,0.000,-0.420,0.000,0.000,0.000,0.000
1001,2955.017,0.000,-0.420,0.000,0.000,0.000,0.000
1002,2957.950,0.000,-0.735,0.000,0.000,0.000,0.000
1003,2960.884,0.950,0.950,0.000,0.000,0.000,0.000
1004,2963.818,0.000,-1.155,0.000,0.000,0.000,0.000
1005,2966.752,0.000,-0.735,0.000,0.000,0.000,0.000
1006,2969.687,0.000,-0.525,0.000,0.000,0.000,0.000
1007,2972.622,0.000,-0.840,0.000,0.000,0.000,0.000
1008,2975.557,0.370,0.370,0.000,0.000,0.000,0.000
1009,2978.493,0.000,-0.420,0.000,0.000,0.000,0.000
1010,2981.428,0.000,-0.260,0.000,0.000,0.000,0.000
1011,2984.364,0.160,0.160,0.000,0.000,0.000,0.000
1012,2987.301,0.000,-1.155,0.000,0.000,0.000,0.000
1013,2990.238,1.265,1.265,0.000,0.000,0.000,0.000
1014,2993.175,0.000,-0.315,0.000,0.000,0.000,0.000
1015,2996.112,0.370,0.370,0.000,0.000,0.000,0.000
1016,2999.049,0.000,-0.840,0.000,0.000,0.000,0.000
1017,3001.987,0.950,0.950,0.000,0.000,0.000,0.000
1018,3004.926,0.000,-1.470,0.000,0.000,0.000,0.000
1019,3007.864,0.055,0.055,0.000,0.000,0.000,0.000
1020,3010.803,0.055,0.055,0.000,0.000,0.000,0.000
1021,3013.742,0.000,-0.945,0.000,0.000,0.000,0.000
1022,3016.682,0.000,-0.525,0.000,0.000,0.000,0.000
1023,3019.622,0.370,0.370,0.000,0.000,0.000,0.000
